index,file_path,file_id,consent_form_type,document_name,institution_source,document_type,completion_status,consent_type,purpose,target_population,notes,form_titles,primary_collector,collection_date,retrieval_source,retrieval_source_type,pdf_file_link,text_file_link
131,../data/research_forms//Informed Consent - Biomedical Template_December 2016.txt,1131,research,Informed Consent - Biomedical Template_December 2016,Chapman University,Annotated Template,Complete,Broad Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,,Consent to Act As A Human Research Subject,ms,,,,,
132,../data/research_forms//TTP_20Informed_20Consent_20Change_20PI_20to_20CSG-clean.txt,1132,research,TTP_20Informed_20Consent_20Change_20PI_20to_20CSG-clean,South Carolina Medical University,Example Document,Complete,Checklist,"Biobanking, Genetic",Adult,,MUSC: Thrombotic Thrombocytopenia Purpura Registry,ms,,,,,
133,../data/research_forms//Form D.txt,1133,research,Form D,The University of Texas Health Science Center at San Antonio,Annotated Template,Complete,Broad Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,,Consent to be Part of a Research Study,ms,,,,,
134,../data/research_forms//CF-Sample_OnlineSurvey.txt,1134,research,CF-Sample_OnlineSurvey,,,,,,,,,ms,,,,,
135,../data/research_forms//Consent_Template_-_Long_Form_rev10-22-2013.txt,1135,research,Consent_Template_-_Long_Form_rev10-22-2013,,,,,,,,,ms,,,,,
136,../data/research_forms//HRP-502-TEMPLATE-CONSENT-DOCUMENT-101116 (1).txt,1136,research,HRP-502-TEMPLATE-CONSENT-DOCUMENT-101116 (1),,,,,,,,,ms,,,,,
137,../data/research_forms//BMT CTN 1502 Patient Informed Consent_v1.0.txt,1137,research,BMT CTN 1502 Patient Informed Consent_v1.0,Blood and Marrow Transplant Clinical Trials Network (BMT_CTN),Example Document,Complete,Broad Consent,"Biobanking, Genetic Studies",Adult / Pediatric,"For patients under 18, consent must be provided by the Legally Authorized Representative and Patient Assent is required",Patient Informed Consent Template for the BMT CTN 1502 Study,ms,,,,,
138,../data/research_forms//Tissue-Banking-Worksheet.txt,1138,research,Tissue-Banking-Worksheet,Tufts University,Instructions,Partial,Checklist,"Biobanking, Genetic Studies",Adult,Support for Review,Worksheet: Informed Consent Form (ICF) for Collection and Storage of Human Biological Specimens for Future Research,ms,,,,,
139,../data/research_forms//GHUCCTS-consent-2012.11.29 (1).txt,1139,research,GHUCCTS-consent-2012.11.29 (1),Georgetown-Howard Universities,Annotated Template,Complete,Broad Consent,"Biobanking, Clinical Research, Observational",Adult,,Informed Consent for Clinical Research,ms,,,,,
140,../data/research_forms//Supplement-C_9-2016.txt,1140,research,Supplement-C_9-2016,Princeton University,Template,Partial,Blanket Consent,Unknown,Pediatric,For individuals who have not yet reached the age of 18,Supplement C – Research Involving Children,ms,,,,,
141,../data/research_forms//CF-Sample_Interview_Audiotape.txt,1141,research,CF-Sample_Interview_Audiotape,,,,,,,,,ms,,,,,
142,../data/research_forms//Consent-Minimal-Low-Risk-Studies.txt,1142,research,Consent-Minimal-Low-Risk-Studies,University of Washington_Fred Hutchinson Cancer Research Center,Annotated Template,Partial,Broad Consent / Checklist / Assent,Genetic Studies,Adult / Pediatric,For Participants ages 14-17; Parental permission required in addition to the assent form.,Consent to take part in a research study,ms,,,,,
143,../data/research_forms//informed-consent-schulman.txt,1143,research,informed-consent-schulman,,,,,,,,,ms,,,,,
144,../data/research_forms//Study Information Sheet - Expedited Template (v09.04.2012).txt,1144,research,Study Information Sheet - Expedited Template (v09.04.2012),Indiana University,Annotated Template,Partial,Broad Consent,"Biobanking, Clinical Research",Adult,,Indiana University Information Sheet for,ms,,,,,
145,../data/research_forms//institute-biorepository-consent-form.txt,1145,research,institute-biorepository-consent-form,Partners Healthcare System,Example Document,Complete,Broad Consent,Biospecimen collection for biobanking,Adult,,Partners HealthCare System Research Consent Form,ms,,,,,
146,../data/research_forms//2014-1709_HIPAA_Authorization_3A_UCI_provider_03-06-15.txt,1146,research,2014-1709_HIPAA_Authorization_3A_UCI_provider_03-06-15,,,,,,,,,ms,,,,,
147,../data/research_forms//Consent-and-Authorization-Knight-Cancer-Institute-FINAL-5-3-2013.txt,1147,research,Consent-and-Authorization-Knight-Cancer-Institute-FINAL-5-3-2013,Oregon Health & Science University,Annotated Template,Complete,Tiered Consent,"Biobanking, Genetic Studies, Clinical Trials",Adult,,OHSU Knight Cancer Institute Consent Form with Barcode,ms,,,,,
148,../data/research_forms//HMH Sedation Consent.txt,1148,research,HMH Sedation Consent,,,,,,,,,ms,,,,,
149,../data/research_forms//researchassent.txt,1149,research,researchassent,,,,,,,,,ms,,,,,
150,../data/research_forms//assent-template.txt,1150,research,assent-template,University of Colorado_Denver,Template,Partial,Assent,Unknown,Pediatric,,Assent Form for:,ms,,,,,
151,../data/research_forms//Form6.txt,1151,research,Form6,Tufts University,Annotated Template,Partial,Checklist,"Biobanking, Genetic Studies",Adult,To be used with main Informed Consent Document,Form6: Collection and Storage of Human Biological Specimens for Future Research,ms,,,,,
152,../data/research_forms//fmri-consent-template.txt,1152,research,fmri-consent-template,,,,,,,,,ms,,,,,
153,../data/research_forms//HSIRB-IC-Template-and-Instructions-3-6-17.txt,1153,research,HSIRB-IC-Template-and-Instructions-3-6-17,University of Southern California,Annotated Template,Partial,Broad Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,"For minors (ages 7-18), assent form and Parental Permission Form are required; For older minors (ages 14 and older) child's signature can be added to Parental Permission Form and this form to serve as Assent Form.",USC HSIRB Informed Consent Template and Instructions,ms,,,,,
154,../data/research_forms//t504a_-_phi_authorization_form_v2016-01.txt,1154,research,t504a_-_phi_authorization_form_v2016-01,,,,,,,,,ms,,,,,
155,../data/research_forms//Informed-Consent-Template-for-Genetic-Testing-9-23-16.txt,1155,research,Informed-Consent-Template-for-Genetic-Testing-9-23-16,East Carolina University,Annotated Template,Complete,Broad Consent,"Biobanking, Genetic Studies",Adult,,Informed Consent Information for Collecting Biological Samples for Genetic Testing,ms,,,,,
156,../data/research_forms//AssentTemplate_BC.txt,1156,research,AssentTemplate_BC,,,,,,,,,ms,,,,,
157,../data/research_forms//assent-w.txt,1157,research,assent-w,Albert Einstein College of Medicine,Template,Complete,Assent,Unknown,Pediatric,For Ages 7-12,Child Assent Form,ms,,,,,
158,../data/research_forms//InfConsent.txt,1158,research,InfConsent,Coriell Institute for Medical Research,Example Document,Complete,"Assent, Broad Consent / Checklist",Genetic Studies,Adult / Pediatric,"Parents/legally authorized representatives MUST provide consent for minors under 17 years old. If able, children aged 7 through 17 may sign the NIGMS Repository Assent Form.",NIGMS Human Genetic Cell Repository Informed Consent Form,ms,,,,,
159,../data/research_forms//Blank_eIRB_ConsentFormTemplate_(Minors)9-11-2013.txt,1159,research,Blank_eIRB_ConsentFormTemplate_(Minors)9-11-2013,,,,,,,,,ms,,,,,
160,../data/research_forms//Mayo_Clinic_PAD_consent_document.txt,1160,research,Mayo_Clinic_PAD_consent_document,Mayo Clinic,Example Document,Complete,Blanket Consent,Genetic Studies,Adult,,Consent Form for Participation in a Research Study,ms,,,,,
161,../data/research_forms//Grady_ICFHIPAA_Template.txt,1161,research,Grady_ICFHIPAA_Template,,,,,,,,,ms,,,,,
162,../data/research_forms//pregnant_woman_form (1).txt,1162,research,pregnant_woman_form (1),,,,,,,,,ms,,,,,
163,../data/research_forms//A_Interventional_consent.txt,1163,research,A_Interventional_consent,,,,,,,,,ms,,,,,
164,../data/research_forms//Non-PhysicalInterventiontemplateplusHIPAA_zeroinstructions5-31-17.txt,1164,research,Non-PhysicalInterventiontemplateplusHIPAA_zeroinstructions5-31-17,University of Wisconsin,Annotated Template,Complete,Broad Consent,"Biospecimen collection, Genetic Studies",Adult,Template consent forms for studies that do not pose physical risks to subjects.,Consent to Participate in Research and Authorization to Use Protected Health Information,ms,,,,,
165,../data/research_forms//HUD Parental Permission and Authorization Document Template3.txt,1165,research,HUD Parental Permission and Authorization Document Template3,,,,,,,,,ms,,,,,
166,../data/research_forms//NCI_IC_Template (1).txt,1166,research,NCI_IC_Template (1),,,,,,,,,ms,,,,,
167,../data/research_forms//Genetic-Screening.txt,1167,research,Genetic-Screening,Vanderbilt University,Annotated Template,Partial,Broad Consent,Genetic Studies,Adult / Pediatric,This template language should be attached / included in the primary study consent form.,Genetic Screening “Rider” for Consent Forms: Consent for Genetic Research,ms,,,,,
168,../data/research_forms//mayo clinic biobank consent.txt,1168,research,mayo clinic biobank consent,,,,,,,,,ms,,,,,
169,../data/research_forms//InformedConsent-qualitativestudies.txt,1169,research,InformedConsent-qualitativestudies,,,,,,,,,ms,,,,,
170,../data/research_forms//CF-Template_Biomed (1).txt,1170,research,CF-Template_Biomed (1),,,,,,,,,ms,,,,,
171,../data/research_forms//CF-Template_SocBehav_School_PermissionParent.txt,1171,research,CF-Template_SocBehav_School_PermissionParent,,,,,,,,,ms,,,,,
172,../data/research_forms//ic_cell.txt,1172,research,ic_cell,Coriell Institute for Medical Research,Example Document,Complete,Broad Consent / Assent,"Biobank, Biospecimen collection",Adult / Pediatric,,USIDNet Repository Informed Consent (existing cell line),ms,,,,,
173,../data/research_forms//Tissue Banking Consent Language 091513.txt,1173,research,Tissue Banking Consent Language 091513,The University of Utah,Instructions,Partial,Broad Consent,Biobanking,Adult,,Tissue Banking Consent Language,ms,,,,,
174,../data/research_forms//online-consent-1366310956.txt,1174,research,online-consent-1366310956,,,,,,,,,ms,,,,,
175,../data/research_forms//fc-consent-template (1).txt,1175,research,fc-consent-template (1),,,,,,,,,ms,,,,,
176,../data/research_forms//HRP-502-TEMPLATE-CONSENT-DOCUMENT-101116.txt,1176,research,HRP-502-TEMPLATE-CONSENT-DOCUMENT-101116,University of California_Davis,Annotated Template,Complete,Broad Consent / Assent,Clinical Trials / Biospecimen collection,Adult / Prisoners,,Permission to Take Part in a Human Research Study,ms,,,,,
177,../data/research_forms//Video_Consent_Form_March_20121.txt,1177,research,Video_Consent_Form_March_20121,,,,,,,,,ms,,,,,
178,../data/research_forms//ic-note.txt,1178,research,ic-note,Albert Einstein College of Medicine,Example Document,Partial,Informed Consent Note*,Certify Competency*,Adult,,Informed Consent Note,ms,,,,,
179,../data/research_forms//parent_consent.txt,1179,research,parent_consent,,,,,,,,,ms,,,,,
180,../data/research_forms//Assent-12-17.txt,1180,research,Assent-12-17,Children's National Medical Center,Annotated Template,Partial,Assent,Clinical Research,Pediatric,For ages 12-17,Assent (Ages 12 to 17) To Participate In a Clinical Research Study,ms,,,,,
181,../data/research_forms//TAMU - HRPP Informed consent (1).txt,1181,research,TAMU - HRPP Informed consent (1),,,,,,,,,ms,,,,,
182,../data/research_forms//RASCALConsentformbuilderSampleText4412.txt,1182,research,RASCALConsentformbuilderSampleText4412,Columbia University,Instructions,Partial,Broad Consent / Checklist,"Biospecimen collection, Genetic Studies",Adult,,RASCAL Consent Form Builder Sample Text,ms,,,,,
183,../data/research_forms//ParentalPermissionTemplate_BC.txt,1183,research,ParentalPermissionTemplate_BC,,,,,,,,,ms,,,,,
184,../data/research_forms//MDACC - Informed Consent for Research Participation.txt,1184,research,MDACC - Informed Consent for Research Participation,M.D. Anderson Cancer Center,Example Document,Complete,Broad Consent / Assent,Genetic Studies,Adult / Pediatric,,Informed Consent / Authorization for Participation in Research,ms,,,,,
185,../data/research_forms//HRP-502d - TEMPLATE CONSENT DOCUMENT-StandaloneAdult.txt,1185,research,HRP-502d - TEMPLATE CONSENT DOCUMENT-StandaloneAdult,,,,,,,,,ms,,,,,
186,../data/research_forms//ShortForm10181(3).txt,1186,research,ShortForm10181(3),,,,,,,,,ms,,,,,
187,../data/research_forms//MinorAssentForm030708 (1).txt,1187,research,MinorAssentForm030708 (1),,,,,,,,,ms,,,,,
188,../data/research_forms//HRP-592-TEMPLATE-Biomedical-Consent-Form.txt,1188,research,HRP-592-TEMPLATE-Biomedical-Consent-Form,University of Minnesota,Annotated Template,Complete,Tiered Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,,Consent Form,ms,,,,,
189,../data/research_forms//assent-1.txt,1189,research,assent-1,University of California_San Francisco,Example Document,Partial,Assent,Clinical Standard of Care / Biospecimen collection,Pediatric,For children 7-12 years old,Assent to be in a Research Study about Cancer Treatment,ms,,,,,
190,../data/research_forms//207 - sample-assent-form.txt,1190,research,207 - sample-assent-form,The University of Alabama at Birmingham,Template,Complete,Assent,Unknown,Pediatric,For participants 7-13 years of age,Sample Assent Form,ms,,,,,
191,../data/research_forms//209 - hipaa-authorization-phi-research.txt,1191,research,209 - hipaa-authorization-phi-research,,,,,,,,,ms,,,,,
192,../data/research_forms//specimen-consent.txt,1192,research,specimen-consent,University of California_San Francisco,Annotated Template,Complete,Broad Consent,"Biobanking, Genetic Studies",Adult,,Consent to Donate Specimens for Future Research,ms,,,,,
193,../data/research_forms//informed-consent-template-language-for-gds.txt,1193,research,informed-consent-template-language-for-gds,University of California_Irvine,Instructions,Partial,Informed Consent,Genetic Studies,Adult,To be inserted in the Biomedical Informed Consent Template,Informed Consent Template Language For Genomic Studies,ms,,,,,
194,../data/research_forms//Marshfield-Consent-Form-10.28.13.txt,1194,research,Marshfield-Consent-Form-10.28.13,Marshfield Clinic Research Foundation,Example Document,Complete,Blanket Consent,Genetic Studies,Adult,Personalized Medicine Research Project,Research Consent / Authorization Form,ms,,,,,
195,../data/research_forms//Consent-and-Authorization-Forms-Repository-Only-7-3-2014 (1).txt,1195,research,Consent-and-Authorization-Forms-Repository-Only-7-3-2014 (1),,,,,,,,,ms,,,,,
196,../data/research_forms//Specimen Consent and RA comb - ICF-RA SPECIMEN BIOMED 09-26-13-1.txt,1196,research,Specimen Consent and RA comb - ICF-RA SPECIMEN BIOMED 09-26-13-1,University of Louisville,Annotated Template,Complete,Broad Consent,Biospecimen collection / General,Adult,,Informed Consent,ms,,,,,
197,../data/research_forms//pregnant_woman_form.txt,1197,research,pregnant_woman_form,Dartmouth College,Template,Partial,Assent,Unknown,Adult / Pediatric,,"CPHS – Research Involving Pregnant Women, Fetuses and Neonates",ms,,,,,
198,../data/research_forms//HRP-506 Assent Ages 7-12.txt,1198,research,HRP-506 Assent Ages 7-12,The George Washington University,Annotated Template,Partial,Assent,General,Pediatric,For ages 7-12,Research Study Assent: Ages 7-12,ms,,,,,
199,../data/research_forms//AssentTx10205.txt,1199,research,AssentTx10205,University of Wisconsin,Annotated Template,Partial,Assent,Unknown / Biospecimen collection,Pediatric,for Children Ages 7 – 14 [or other applicable age range],Assent Template for Studies Involving Children that Have a Therapeutic Intent,ms,,,,,
200,../data/research_forms//consent-form-without-hipaa-biomedical.txt,1200,research,consent-form-without-hipaa-biomedical,,,,,,,,,ms,,,,,
201,../data/research_forms//Biomed_adol_consent_UCSD_new.txt,1201,research,Biomed_adol_consent_UCSD_new,University of California_San Diego,Annotated Template,Complete,Assent,Clinical Standard of Care / Clinical Trial,Pediatric,Ages 13-17 years,Assent to Act as a Research Subject,ms,,,,,
202,../data/research_forms//assent-2.txt,1202,research,assent-2,University of California_San Francisco,Example Document,Partial,Assent,Clinical Standard of Care / Biospecimen collection,Pediatric,,Assent to be in a Research Study,ms,,,,,
203,../data/research_forms//SUSampCons-ls.txt,1203,research,SUSampCons-ls,,,,,,,,,ms,,,,,
204,../data/research_forms//PMBB Informed Consent (2).txt,1204,research,PMBB Informed Consent (2),University of Pennsylvania,Example Document,Complete,Blanket Consent,"Biobanking, Genetic",Adult,PENN Medicine BioBank: Tissue,Research Subject Informed Consent and HIPAA Authorization Form,ms,,,,,
205,../data/research_forms//biomedical-cancer-consent.txt,1205,research,biomedical-cancer-consent,University of California_San Francisco,Example Document,Partial,Broad Consent / Assent / Checklist,"Genetic Studies, Clinical Trial",Adult,,Consent to Participate in a Research Study,ms,,,,,
206,../data/research_forms//assent-3.txt,1206,research,assent-3,University of California_San Francisco,Example Document,Partial,Assent,Clinical Standard of Care / Biospecimen collection,Pediatric,For adolescents 13-17 years old,Assent to Participate in a Research Subject of a New Drug to Treat ADHD,ms,,,,,
207,../data/research_forms//Assent-Template-12-17-years-of-age-03-12-2012.txt,1207,research,Assent-Template-12-17-years-of-age-03-12-2012,East Carolina University,Annotated Template,Partial,Assent,Unknown,Pediatric,For Children 12-17 years of age; Opportunity for verbal assent should be given for Children 7-11 years of age.,Assent Form,ms,,,,,
208,../data/research_forms//future-contact-consent.txt,1208,research,future-contact-consent,,,,,,,,,ms,,,,,
209,../data/research_forms//Consent_UF_Biorepository.txt,1209,research,Consent_UF_Biorepository,University of Florida,Example Document,Complete,Blanket Consent,"Biobanking, Genetic Studies",Adult / Pediatric,,"Informed Consent Form to Participate in Research, And Authorization to Collect, Use, and Disclose Protected Health Information",ms,,,,,
210,../data/research_forms//impaired_decision_making_form.txt,1210,research,impaired_decision_making_form,Dartmouth College,Template,Partial,Assent,Unknown,Adult,,CPHS – Research Involving Individuals With Impaired Decision-Making Capacity,ms,,,,,
211,../data/research_forms//informed-consent-short-form-english.txt,1211,research,informed-consent-short-form-english,,,,,,,,,ms,,,,,
212,../data/research_forms//VU-eMERGEPGx-Consent-share.txt,1212,research,VU-eMERGEPGx-Consent-share,Vanderbilt University,Example Document,Partial,Blanket Consent,Genetic Studies,Adult,eMERGE-PGx,Informed Consent Document for Research,ms,,,,,
213,../data/research_forms//Patient-Consent-wTrack-Changes.txt,1213,research,Patient-Consent-wTrack-Changes,Northwestern University,Example Document,Complete,Blanket Consent,Genetic Studies,Adult,,Northwestern University Center for Genetic Medicine Consent Form and HIPAA Authorization for Research,ms,,,,,
214,../data/research_forms//Adult_ICF_CE.txt,1214,research,Adult_ICF_CE,Tufts University,Annotated Template,Partial,Broad Consent,"Biobanking, Clinical Trials, Genetic Studies",Adult,Form6 should be attached for biobanking,Informed Consent to Participate in Research,ms,,,,,
215,../data/research_forms//Consent-and-Authorization-Forms-Shriners-8-12-2014.txt,1215,research,Consent-and-Authorization-Forms-Shriners-8-12-2014,Shriners Hospital for Children_Oregon,Annotated Template,Complete,Broad Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,Signature of both parents should be obtained where possible and signature of patient should be obtained if 13 years of age or over.,Informed Consent to Take Part in a Research Project or Study,ms,,,,,
216,../data/research_forms//HRP-502c - TEMPLATE CONSENT DOCUMENT.CHILD.txt,1216,research,HRP-502c - TEMPLATE CONSENT DOCUMENT.CHILD,ICAHN School of Medicine_Mount Sinai,Annotated Template,Complete,Assent,"Biobanking, Genetic Studies, Clinical Trials",Pediatric,,Permission Form for a Child to Participate in a Research Study and Authorization for Use and Disclosure of Medical Information,ms,,,,,
217,../data/research_forms//CF-Template_Biomed.txt,1217,research,CF-Template_Biomed,University of California at Berkeley,Annotated Template,Complete,Broad Consent,General,Adult,,Consent to Participate in Research,ms,,,,,
218,../data/research_forms//eMERGE_ApprovedConsent.txt,1218,research,eMERGE_ApprovedConsent,Group Health Research Institute/University of Washington/Fred Hutchinson Cancer Research Center,Example Document,Complete,Blanket Consent,Genetic Studies,Adult,eMERGE Study,Consent Form,ms,,,,,
219,../data/research_forms//standard-language-options-for-consent-form.txt,1219,research,standard-language-options-for-consent-form,University of Colorado_Denver,Instructions,Partial,Informed Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,These statements are not currently embedded in the Consent Template.,List of Additional Standard Language Statements for the Consent Form,ms,,,,,
220,../data/research_forms//Example Child Assent Form for Children up to Age 8.txt,1220,research,Example Child Assent Form for Children up to Age 8,Case Western University,Annotated Template,Complete,Assent,Unknown,Pediatric,To be used with minors up to age 17,Informed Assent Document,ms,,,,,
221,../data/research_forms//CWRU SBER IRB Short Form IC.txt,1221,research,CWRU SBER IRB Short Form IC,Case Western University,Annotated Template,Partial,Short Form,Unknown,Adult,,Consent to participate in research,ms,,,,,
222,../data/research_forms//TAMU - Waiver of Parental Permission or Assent.txt,1222,research,TAMU - Waiver of Parental Permission or Assent,,,,,,,,,ms,,,,,
223,../data/research_forms//Assent-Form1.txt,1223,research,Assent-Form1,Vanderbilt University,Template,Partial,Assent,Unknown,Pediatric,"Children ages 7 – 12, or adults that are unable to legally give informed consent.",Assent Document for Research Study,ms,,,,,
224,../data/research_forms//CF-Template_Biomed_Assent712YrOld.txt,1224,research,CF-Template_Biomed_Assent712YrOld,University of California at Berkeley,Annotated Template,Partial,Assent,Unknown,Pediatric,7-12 year olds,Information About a Research Study,ms,,,,,
225,../data/research_forms//IC-RA_combined_2014-12-2 (1).txt,1225,research,IC-RA_combined_2014-12-2 (1),,,,,,,,,ms,,,,,
226,../data/research_forms//hpsc_cftemplate.txt,1226,research,hpsc_cftemplate,,,,,,,,,ms,,,,,
227,../data/research_forms//HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013.txt,1227,research,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-QHC- dated 3 2013,,,,,,,,,ms,,,,,
228,../data/research_forms//HRP-585 - TEMPLATE PARENTAL PERMISSION DOCUMENT.txt,1228,research,HRP-585 - TEMPLATE PARENTAL PERMISSION DOCUMENT,University of Minnesota,Annotated Template,Partial,Assent,General,Pediatric,,Parental Permission Document,ms,,,,,
229,../data/research_forms//consent_to_treat_child_9.txt,1229,research,consent_to_treat_child_9,,,,,,,,,ms,,,,,
230,../data/research_forms//Walmart_Vaccine Administration Record and Informed Consent.txt,1230,research,Walmart_Vaccine Administration Record and Informed Consent,,,,,,,,,ms,,,,,
231,../data/research_forms//EIRH-GM-Consent_Final-Draft.txt,1231,research,EIRH-GM-Consent_Final-Draft,National Human Genome Research Institute,Example Document,Complete,Broad Consent,Genetic Studies,Adult,,Patient Consent to Participate In A Research Project,ms,,,,,
232,../data/research_forms//Biomedical_Model_Consent.txt,1232,research,Biomedical_Model_Consent,Dana-Farber Harvard Cancer Center,Annotated Template,Complete,Broad Consent / Assent,"Biobanking, Clinical Trials",Adult / Pediatric,,Research Consent Form,ms,,,,,
233,../data/research_forms//NCI_IC_Template.txt,1233,research,NCI_IC_Template,National Cancer Institute,Annotated Template,Complete,Broad Consent,"Biobanking, Clinical Trials",Adult,,NCI Consent Form Template for Cancer Trials,ms,,,,,
234,../data/research_forms//SJHA_ICFHIPAA_Template.txt,1234,research,SJHA_ICFHIPAA_Template,,,,,,,,,ms,,,,,
235,../data/research_forms//hud-consent.txt,1235,research,hud-consent,,,,,,,,,ms,,,,,
236,../data/research_forms//ConsentFormAddendum.txt,1236,research,ConsentFormAddendum,,,,,,,,,ms,,,,,
237,../data/research_forms//icfguide.txt,1237,research,icfguide,Veterans Health Administration,Annotated Template,Complete,Broad Consent,"Biobanking, Genetic Studies, Clinical Trials",Adult,,Research Consent Form,ms,,,,,
238,../data/research_forms//Duke-excess-sample-consent-form.txt,1238,research,Duke-excess-sample-consent-form,,,,,,,,,ms,,,,,
239,../data/research_forms//Informed-Consent-v4-6Jun12-clean.txt,1239,research,Informed-Consent-v4-6Jun12-clean,SAGE Bionetworks,Example Document,Complete,Broad Consent,Observational / Genetic Studies,Adult,Genomic Data Cohort,Research  Subject Information and Consent Form,ms,,,,,
240,../data/research_forms//HBHS_Template_ConsentGeneral.txt,1240,research,HBHS_Template_ConsentGeneral,,,,,,,,,ms,,,,,
241,../data/research_forms//CF-Template_SocBehav.txt,1241,research,CF-Template_SocBehav,,,,,,,,,ms,,,,,
242,../data/research_forms//10170-Form-C-Med-and-HIPAA-Bank.txt,1242,research,10170-Form-C-Med-and-HIPAA-Bank,University of Kentucky,Template,Complete,Tiered Consent,"Biobanking, Genetic Studies",Adult,,Sample Consent to Participate in a Research Repository or Individual Study Banking Material for Future Use,ms,,,,,
243,../data/research_forms//ICF Parental Consent-clinicalstudies.txt,1243,research,ICF Parental Consent-clinicalstudies,World Health Organization,Annotated Template,Complete,Assent,"Biospecimen collection, Clinical Trials",Pediatric,,Informed Parental Consent Form Template for Research Involving Children (Clinical Studies),ms,,,,,
244,../data/research_forms//VAConsentDocumentTemplate.txt,1244,research,VAConsentDocumentTemplate,The University of Utah,Annotated Template,Complete,Broad Consent,"Biobanking, Clinical Trials",Adult,,VA Research Consent Form,ms,,,,,
245,../data/research_forms//GI_20Biorepository_20ICF-HIPAA__11-25-2014.txt,1245,research,GI_20Biorepository_20ICF-HIPAA__11-25-2014,South Carolina Medical University,Example Document,Complete,Blanket Consent,"Biobanking, Genetic",Adult,,GI Biobank: MUSC Gastrointestinal Disease Biorepository,ms,,,,,
246,../data/research_forms//HRP-502x - TEMPLATE CONSENT DOCUMENT.txt,1246,research,HRP-502x - TEMPLATE CONSENT DOCUMENT,,,,,,,,,ms,,,,,
247,../data/research_forms//Form D (1).txt,1247,research,Form D (1),,,,,,,,,ms,,,,,
248,../data/research_forms//cirb_pediatric_cf_template.txt,1248,research,cirb_pediatric_cf_template,,,,,,,,,ms,,,,,
249,../data/research_forms//SUSampCons.txt,1249,research,SUSampCons,Stanford University,Annotated Template,Complete,Broad Consent / Assent,"Biobanking, Genetic Studies, Clinical Trials",Adult / Pediatric,,Stanford University Research Consent Form,ms,,,,,
250,../data/research_forms//NUgeneConsent_version_3.12.15_Expires_11.22.16.txt,1250,research,NUgeneConsent_version_3.12.15_Expires_11.22.16,Northwestern University,Example Document,Complete,Blanket Consent / Assent,"Biobanking, Genetic Studies",Adult / Pediatric,"All children will be contacted at age 18 to obtain their consent, which would allow them to continue to participate in The NUgene Project.",Consent Form and Authorization for Research,ms,,,,,
251,../data/research_forms//ParentalPermissionandAuthorizationDocumentTemplate.txt,1251,research,ParentalPermissionandAuthorizationDocumentTemplate,,,,,,,,,ms,,,,,
252,../data/research_forms//CF-Sample_SocBehav_School_Assent.txt,1252,research,CF-Sample_SocBehav_School_Assent,,,,,,,,,ms,,,,,
253,../data/research_forms//fc-consent-template.txt,1253,research,fc-consent-template,Dartmouth College,Annotated Template,Complete,Broad Consent/Assent,General,Adult / Pediatric,,Consent to Take Part in Research,ms,,,,,
254,../data/research_forms//doc-20086428.txt,1254,research,doc-20086428,Mayo Clinic,Example Document,Complete,Blanket Consent,"Biobanking, Genetic",Adult,,Mayo Clinic Biobank,ms,,,,,
255,../data/research_forms//Form E-1.txt,1255,research,Form E-1,The University of Texas Health Science Center at San Antonio,Annotated Template,Complete,Broad Consent,"Biobanking, Genetic Studies",Adult,,Consent to be Part of a Research Study,ms,,,,,
256,../data/research_forms//HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-EHC- dated 3 2013.txt,1256,research,HRP-502a - TEMPLATE CONSENT DOCUMENT ADULT-EHC- dated 3 2013,Elmhurst Hospital Center_Mount Sinai,Annotated Template,Complete,Broad Consent,"Biobanking, Genetic Studies, Clinical Trials",Adult,"Applicable for Queen's Hospital Center, ICAHN School of Medicine at Mount Sinai and Mount Sinai Hospital ",Consent Form to Volunteer in a Research Study and Authorization for Use and Disclosure of Medical Information,ms,,,,,
257,../data/research_forms//G_Genetic_Consent.txt,1257,research,G_Genetic_Consent,Medical College of Wisconsin,Annotated Template,Partial,Checklist,Genetic Studies,Adult,,Consent Form Module: Genetic Testing,ms,,,,,
258,../data/research_forms//InformedConsent-clinicalstudies.txt,1258,research,InformedConsent-clinicalstudies,World Health Organization,Annotated Template,Complete,Broad Consent,"Biospecimen collection, Clinical Trials",Adult,,Informed Consent Form Template for Clinical Studies,ms,,,,,
259,../data/research_forms//GU-MHRI-consent-2013.txt,1259,research,GU-MHRI-consent-2013,,,,,,,,,ms,,,,,
260,../data/research_forms//MyCode-Consent-Version-28.txt,1260,research,MyCode-Consent-Version-28,Geisinger MyCode® Community Health Initiative,Example Document,Complete,Blanket Consent,"Biobanking, Genetic Studies",Adult,,Research Consent/Authorization Form,ms,,,,,
